"naam";"kvk";"rechtsvorm";"straat";"huisnummer";"huisletter";"huisnummerToevoeging";"postcode";"woonplaatsnaam";"landnaam";"zaanvadresinfo";"locatienaam";"lomschrijving";"vestigingsnummer";"lstraat";"lhuisnummer";"lhuisletter";"lhuisnummerToevoeging";"lpostcode";"lwoonplaatsnaam";"llandnaam";"laanvadresinfo";"isaccommodatie";"iswzd";"iswvggz";"aantekeningingang";"aantekeningeinde";"zvbejegening";"zvverzorging";"zvverpleging";"zvbehandeling";"zvbegeleiding";"zvbescherming";"zvvochtvoedingmedicatie";"zvmedishcecontroles";"zvbeperkenbewegingsvrijheid";"zvinsluiten";"zvtoezicht";"zvonderzoekkledinglichaam";"zvonderzoekwoonruimte";;"zvbeperkeneigenleven";"zvbeperkenbezoek";"zvopnemen";"zvtijdelijkverblijf"
"Stichting Tragel Zorg";62375644;"Stichting";"Sterredreef ";"50";;;"4567 BL";"Clinge";"Nederland";;"Tragel, Boerderij Cantecleerhoeve";;;"Hoevedreef ";"2";;;"4567 EC";"Clinge";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Tragel Zorg";62375644;"Stichting";"Sterredreef ";"50";;;"4567 BL";"Clinge";"Nederland";;"Tragel, Boszicht";;;"Hoevedreef ";"4";;;"4567 EC";"Clinge";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Tragel Zorg";62375644;"Stichting";"Sterredreef ";"50";;;"4567 BL";"Clinge";"Nederland";;"Tragel, Polderzicht 1, 2 en 3";;;"Hoevedreef ";"5";;;"4567 EC";"Clinge";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Tragel Zorg";62375644;"Stichting";"Sterredreef ";"50";;;"4567 BL";"Clinge";"Nederland";;"Tragel";;;"Hoevedreef ";"5";"a";;"4567 EC";"Clinge";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Tragel Zorg";62375644;"Stichting";"Sterredreef ";"50";;;"4567 BL";"Clinge";"Nederland";;"Tragel";;;"Hoevedreef ";"5";"b";;"4567 EC";"Clinge";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Tragel Zorg";62375644;"Stichting";"Sterredreef ";"50";;;"4567 BL";"Clinge";"Nederland";;"Tragel, Tibaerthof 4, 8, 9 en 10";;;"Hoevedreef ";"7";;;"4567 EC";"Clinge";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Tragel Zorg";62375644;"Stichting";"Sterredreef ";"50";;;"4567 BL";"Clinge";"Nederland";;"Tragel";;;"Brinkdreef ";"1";;;"4567 EA";"Clinge";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Tragel Zorg";62375644;"Stichting";"Sterredreef ";"50";;;"4567 BL";"Clinge";"Nederland";;"Tragel, Vijverzicht 1, 2, 3, 4, 5 en 6";;;"Brinkdreef ";"2";;;"4567 EA";"Clinge";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Tragel Zorg";62375644;"Stichting";"Sterredreef ";"50";;;"4567 BL";"Clinge";"Nederland";;"Tragel";;;"Brinkdreef ";"3";;;"4567 EA";"Clinge";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Tragel Zorg";62375644;"Stichting";"Sterredreef ";"50";;;"4567 BL";"Clinge";"Nederland";;"Tragel";;;"Brinkdreef ";"5";;;"4567 EA";"Clinge";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Tragel Zorg";62375644;"Stichting";"Sterredreef ";"50";;;"4567 BL";"Clinge";"Nederland";;"Tragel";;;"Brinkdreef ";"10";;;"4567 EA";"Clinge";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Tragel Zorg";62375644;"Stichting";"Sterredreef ";"50";;;"4567 BL";"Clinge";"Nederland";;"Tragel";;;"Brinkdreef ";"12";;;"4567 EA";"Clinge";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Tragel Zorg";62375644;"Stichting";"Sterredreef ";"50";;;"4567 BL";"Clinge";"Nederland";;"Tragel";;;"Kapelledreef ";"15";;;"4567 EA";"Clinge";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Tragel Zorg";62375644;"Stichting";"Sterredreef ";"50";;;"4567 BL";"Clinge";"Nederland";;"Tragel";;;"Koningin Julianastraat ";"39";;;"4567 CA";"Clinge";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting SEIN";62375644;"Stichting";"Postbus ";"540";;;"2130 AM";"Hoofddorp";"Nederland";;"SEIN, locatie De Cruquiushoeve";;;"Spieringweg ";"801";"A";;"2142 ED";"Cruquius";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting SEIN";62375644;"Stichting";"Postbus ";"540";;;"2130 AM";"Hoofddorp";"Nederland";;"SEIN, locatie De Cruquiushoeve";;;"Spieringweg ";"801";"B";;"2142 ED";"Cruquius";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting SEIN";62375644;"Stichting";"Postbus ";"540";;;"2130 AM";"Hoofddorp";"Nederland";;"SEIN, locatie De Cruquiushoeve";;;"Spieringweg ";"801";"C";;"2142 ED";"Cruquius";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting SEIN";62375644;"Stichting";"Postbus ";"540";;;"2130 AM";"Hoofddorp";"Nederland";;"SEIN, locatie De Cruquiushoeve";;;"Spieringweg ";"801";"D";;"2142 ED";"Cruquius";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting SEIN";62375644;"Stichting";"Postbus ";"540";;;"2130 AM";"Hoofddorp";"Nederland";;"SEIN, locatie De Cruquiushoeve";;;"Spieringweg ";"801";"E";;"2142 ED";"Cruquius";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting SEIN";62375644;"Stichting";"Postbus ";"540";;;"2130 AM";"Hoofddorp";"Nederland";;"SEIN, locatie De Cruquiushoeve";;;"Spieringweg ";"801";"F";;"2142 ED";"Cruquius";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting SEIN";62375644;"Stichting";"Postbus ";"540";;;"2130 AM";"Hoofddorp";"Nederland";;"SEIN, locatie De Cruquiushoeve";;;"Spieringweg ";"801";"G";;"2142 ED";"Cruquius";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting SEIN";62375644;"Stichting";"Postbus ";"540";;;"2130 AM";"Hoofddorp";"Nederland";;"SEIN, locatie De Cruquiushoeve";;;"Spieringweg ";"801";"H";;"2142 ED";"Cruquius";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting SEIN";62375644;"Stichting";"Postbus ";"540";;;"2130 AM";"Hoofddorp";"Nederland";;"SEIN, locatie De Cruquiushoeve";;;"Spieringweg ";"801";"I";;"2142 ED";"Cruquius";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting SEIN";62375644;"Stichting";"Postbus ";"540";;;"2130 AM";"Hoofddorp";"Nederland";;"SEIN, locatie De Cruquiushoeve";;;"Spieringweg ";"801";"J";;"2142 ED";"Cruquius";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting SEIN";62375644;"Stichting";"Postbus ";"540";;;"2130 AM";"Hoofddorp";"Nederland";;"SEIN, locatie De Cruquiushoeve";;;"Spieringweg ";"801";"K";;"2142 ED";"Cruquius";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting SEIN";62375644;"Stichting";"Postbus ";"540";;;"2130 AM";"Hoofddorp";"Nederland";;"SEIN, locatie De Cruquiushoeve";;;"Spieringweg ";"801";"L";;"2142 ED";"Cruquius";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting SEIN";62375644;"Stichting";"Postbus ";"540";;;"2130 AM";"Hoofddorp";"Nederland";;"SEIN, dagbesteding De Cruquiushoeve";;;"Spieringweg ";"801";"P";;"2142 ED";"Cruquius";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting SEIN";62375644;"Stichting";"Postbus ";"540";;;"2130 AM";"Hoofddorp";"Nederland";;"SEIN, locatie De Cruquiushoeve";;;"Spieringweg ";"801";"Q";;"2142 ED";"Cruquius";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting SEIN";62375644;"Stichting";"Postbus ";"540";;;"2130 AM";"Hoofddorp";"Nederland";;"SEIN, dagbesteding De Cruquiushoeve";;;"Spieringweg ";"835";;;"2142 ED";"Cruquius";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Dichterbij";62375644;"Stichting";"Postbus ";"9";;;"6590 AA";"Gennep";"Nederland";;"Dichterbij";;;"Veldweg ";"12";"b";;"5431 CJ";"Cuijk";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Dichterbij";62375644;"Stichting";"Postbus ";"9";;;"6590 AA";"Gennep";"Nederland";;"Dichterbij";;;"Zandberg ";"2";"b";;"5431 BK";"Cuijk";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Dichterbij";62375644;"Stichting";"Postbus ";"9";;;"6590 AA";"Gennep";"Nederland";;"Dichterbij";;;"Berenkuil ";"28";;;"5431 LE";"Cuijk";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Dichterbij";62375644;"Stichting";"Postbus ";"9";;;"6590 AA";"Gennep";"Nederland";;"Dichterbij";;;"Berenkuil ";"30";;;"5431 LE";"Cuijk";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Alliade Zorggroep, Stichting Talant";62375644;"Stichting";"Postbus ";"303";;;"8440 AH";"Heerenveen";"Nederland";;"Talant";;;"Nieuwe Hale ";"51";;;"9104 DS";"Damwoude";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Alliade Zorggroep, Stichting Talant";62375644;"Stichting";"Postbus ";"303";;;"8440 AH";"Heerenveen";"Nederland";;"Talant";;;"Thiedemaweg ";"3";;;"9104 HT";"Damwoude";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Pluryn";62375644;"Stichting";"Postbus ";"53";;;"6500 AB";"Nijmegen";"Nederland";;"Pluryn, leefgroepen Kop van Deelen, panden 14 en 14A";;;"Delenseweg ";"85";;;"6877 AE";"Deelen";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Philadelphia Zorg";62375644;"Stichting";"Postbus ";"1255";;;"3800 BG";"Amersfoort";"Nederland";;"Erve Holland";;;"Rijssenseweg ";"17";;;"7491 EJ";"Delden";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Ipse De Bruggen";62375644;"Stichting";"Postbus ";"7027";;;"2701 AA";"Zoetermeer";"Nederland";;"Ipse de Bruggen";;;"Nieuwe Plantage ";"16";;;"2611 XH";"Delft";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Ipse De Bruggen";62375644;"Stichting";"Postbus ";"7027";;;"2701 AA";"Zoetermeer";"Nederland";;"Ipse de Bruggen";;;"Nieuwe Plantage ";"17";;;"2611 XH";"Delft";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Ipse De Bruggen";62375644;"Stichting";"Postbus ";"7027";;;"2701 AA";"Zoetermeer";"Nederland";;"Ipse de Bruggen";;;"Nieuwe Plantage ";"18";;;"2611 XH";"Delft";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Ipse De Bruggen";62375644;"Stichting";"Postbus ";"7027";;;"2701 AA";"Zoetermeer";"Nederland";;"Ipse de Bruggen";;;"Nieuwe Plantage ";"19";;;"2611 XH";"Delft";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Ipse De Bruggen";62375644;"Stichting";"Postbus ";"7027";;;"2701 AA";"Zoetermeer";"Nederland";;"Ipse de Bruggen";;;"Paardenmarkt ";"83";;;"2611 PD";"Delft";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Ipse De Bruggen";62375644;"Stichting";"Postbus ";"7027";;;"2701 AA";"Zoetermeer";"Nederland";;"Ipse de Bruggen";;;"Paardenmarkt ";"85";;;"2611 PD";"Delft";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Ipse de Bruggen";62375644;"Stichting";"Postbus ";"7027";;;"2701 AA";"Zoetermeer";"Nederland";;"Ipse de Bruggen";;;"Roland Holstlaan ";"1087";;;"2624 KL";"Delft";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting 's Heeren Loo Zorggroep";62375644;"Stichting";"Postbus ";"647";;;"3800 AP";"Amersfoort";"Nederland";;"s Heeren Loo";;;"Koningin Beatrixstraat ";"3";;;"2678 EE";"De Lier";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting 's Heeren Loo Zorggroep";62375644;"Stichting";"Postbus ";"647";;;"3800 AP";"Amersfoort";"Nederland";;"s Heeren Loo";;;"Koningin Beatrixstraat ";"9";;;"2678 EE";"De Lier";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting 's Heeren Loo Zorggroep";62375644;"Stichting";"Postbus ";"647";;;"3800 AP";"Amersfoort";"Nederland";;"s Heeren Loo";;;"Koningin Beatrixstraat ";"13";;;"2678 EE";"De Lier";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Abrona";62375644;"Stichting";"Sterrenberglaan ";"6";;;"3712 XA";"Huis Ter Heide";"Nederland";;"Oirschot";;;"Rijksstraatweg ";"131";;;"3454 HL";"De Meern";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting 's Heeren Loo Zorggroep";62375644;"Stichting";"Postbus ";"647";;;"3800 AP";"Amersfoort";"Nederland";;"s Heeren Loo";;;"Haffelderweg ";"30";;;"1791 AS";"Den Burg";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting 's Heeren Loo Zorggroep";62375644;"Stichting";"Postbus ";"647";;;"3800 AP";"Amersfoort";"Nederland";;"s Heeren Loo";;;"Bernhardlaan ";"8";;;"1791 XE";"Den Burg";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Reinaerde";62375644;"Stichting";"Postbus ";"3364";;;"3502 GJ";"Utrecht";"Nederland";;"Reinaerde, locatie Dennendal";;;"Dolderseweg ";"170";;;"3734 BP";"Den Dolder";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Middin";62375644;"Stichting";"Postbus ";"162";;;"2280 AD";"Rijswijk";"Nederland";;"Middin, locatie Osloweg";;;"Osloweg ";"3";;;"2548 VJ";"Den Haag";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Middin";62375644;"Stichting";"Postbus ";"162";;;"2280 AD";"Rijswijk";"Nederland";;"Middin, locatie Osloweg";;;"Osloweg ";"5";;;"2548 VJ";"Den Haag";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Middin";62375644;"Stichting";"Postbus ";"162";;;"2280 AD";"Rijswijk";"Nederland";;"Middin, locatie Osloweg";;;"Osloweg ";"12";;;"2548 VJ";"Den Haag";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Middin";62375644;"Stichting";"Postbus ";"162";;;"2280 AD";"Rijswijk";"Nederland";;"Middin, locatie Osloweg";;;"Osloweg ";"14";;;"2548 VJ";"Den Haag";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Middin";62375644;"Stichting";"Postbus ";"162";;;"2280 AD";"Rijswijk";"Nederland";;"Middin, locatie Buitenklingen";;;"Buitenklingen ";"11";;;"2554 BT";"Den Haag";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Middin";62375644;"Stichting";"Postbus ";"162";;;"2280 AD";"Rijswijk";"Nederland";;"Middin, locatie Buitenklingen";;;"Binnenklingen ";"5";;;"2554 BV";"Den Haag";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Middin";62375644;"Stichting";"Postbus ";"162";;;"2280 AD";"Rijswijk";"Nederland";;"Middin, locatie Buitenklingen";;;"Binnenklingen ";"7";;;"2554 BV";"Den Haag";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Middin";62375644;"Stichting";"Postbus ";"162";;;"2280 AD";"Rijswijk";"Nederland";;"Middin, locatie Buitenklingen";;;"Binnenklingen ";"9";;;"2554 BV";"Den Haag";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Middin";62375644;"Stichting";"Postbus ";"162";;;"2280 AD";"Rijswijk";"Nederland";;"Middin, locatie Buitenklingen";;;"Binnenklingen ";"10";;;"2554 BV";"Den Haag";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Middin";62375644;"Stichting";"Postbus ";"162";;;"2280 AD";"Rijswijk";"Nederland";;"Middin, locatie Buitenklingen";;;"Binnenklingen ";"11";;;"2554 BV";"Den Haag";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Middin";62375644;"Stichting";"Postbus ";"162";;;"2280 AD";"Rijswijk";"Nederland";;"Middin, locatie Buitenklingen";;;"Binnenklingen ";"12";;;"2554 BV";"Den Haag";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Middin";62375644;"Stichting";"Postbus ";"162";;;"2280 AD";"Rijswijk";"Nederland";;"Middin, locatie Buitenklingen";;;"Binnenklingen ";"13";;;"2554 BV";"Den Haag";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Middin";62375644;"Stichting";"Postbus ";"162";;;"2280 AD";"Rijswijk";"Nederland";;"Middin, locatie Buitenklingen";;;"Binnenklingen ";"14";;;"2554 BV";"Den Haag";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Middin";62375644;"Stichting";"Postbus ";"162";;;"2280 AD";"Rijswijk";"Nederland";;"Middin, locatie Buitenklingen";;;"Binnenklingen ";"15";;;"2554 BV";"Den Haag";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Middin";62375644;"Stichting";"Postbus ";"162";;;"2280 AD";"Rijswijk";"Nederland";;"Middin, locatie Buitenklingen";;;"Binnenklingen ";"16";;;"2554 BV";"Den Haag";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Middin";62375644;"Stichting";"Postbus ";"162";;;"2280 AD";"Rijswijk";"Nederland";;"Middin, locatie Buitenklingen";;;"Binnenklingen ";"22";;;"2554 BV";"Den Haag";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Middin";62375644;"Stichting";"Postbus ";"162";;;"2280 AD";"Rijswijk";"Nederland";;"Middin, locatie Buitenklingen";;;"Binnenklingen ";"24";;;"2554 BV";"Den Haag";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Middin";62375644;"Stichting";"Postbus ";"162";;;"2280 AD";"Rijswijk";"Nederland";;"Middin, locatie Buitenklingen";;;"Binnenklingen ";"26";;;"2554 BV";"Den Haag";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Middin";62375644;"Stichting";"Postbus ";"162";;;"2280 AD";"Rijswijk";"Nederland";;"Middin, locatie Buitenklingen";;;"Binnenklingen ";"28";;;"2554 BV";"Den Haag";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Middin";62375644;"Stichting";"Postbus ";"162";;;"2280 AD";"Rijswijk";"Nederland";;"Middin, locatie Fruinstraat";;;"Dr. R.J. Fruinstraat ";"85";;;"2552 LG";"Den Haag";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting 's Heeren Loo Zorggroep";62375644;"Stichting";"Postbus ";"647";;;"3800 AP";"Amersfoort";"Nederland";;"s Heeren Loo";;;"Reykjavikweg ";"7";;;"2548 VA";"Den Haag";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
